ID	CorrectedPvalue	Name	GeneMembers	NumGenes
GO:0003677	0.02376129	DNA binding	ABI2|ACTN4|APEX1|APLP2|BASP1|CALCOCO1|CALR|CARM1|DDX1|DNAJB6|DTD1|ENO1|ERBB4|ERH|FUBP1|H1F0|H1FX|H3F3A|HIST1H1E|HMGN2|HNRNPAB|HNRNPDL|HNRNPK|HOPX|ILF2|IMPDH2|KHDRBS1|LRPPRC|LRRFIP1|MAP1S|MAPK1|MTPN|MYEF2|NFIA|NME2|NPM1|PA2G4|PARK7|PRMT1|PSIP1|PSPC1|PURA|RAD23A|RAD23B|RPA2|RPL7|RPS3|RUVBL2|SARS|SFPQ|SRRT|STAT1|SUB1|SWAP70|TMPO|TSNAX|WBP2|XRCC5|XRCC6|YBX1|	60
GO:0031347	0.02395657	regulation of defense response	ABCE1|ABR|ADORA1|AGT|APOD|APOE|APPL2|C1QBP|C4B|CADM1|CCK|CD200|CD47|CD81|CFH|CLU|CNPY3|CTSB|FYN|GPX4|HRAS|HSP90AB1|MAP2K6|MAPK3|MATR3|MGLL|NT5E|PAK2|PARK7|PDE2A|PRKACB|PRKCE|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|RFTN1|RPS19|SERPINF1|SFPQ|SIRPA|SIRT2|SKP1|SNX6|STAT1|STK39|TTLL12|UBE2K|VAMP2|VPS35|XRCC5|XRCC6|ZYX|	71
GO:0007548	0.02665542	sex differentiation	BASP1|CNTFR|EIF2S2|H3F3A|HMGCS1|IDH1|PTPRN|	7
GO:0071456	0.03009754	cellular response to hypoxia	ACAA2|AQP1|CUL2|FAM162A|FMN2|HIF1AN|HIGD1A|HYOU1|KCND2|MT3|OPA1|PDK3|PGK1|PRKCE|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTN|SIRT2|	37
GO:0004386	0.03160385	helicase activity	DDX1|EIF4A1|EIF4A2|EIF4A3|RUVBL2|XRCC5|XRCC6|	7
GO:0007346	0.03193762	regulation of mitotic cell cycle	APEX1|CARM1|CDC42|CHMP3|CKAP5|DCTN3|DUSP3|DYNC1I2|DYNC1LI1|DYNLL1|EIF4E|HRAS|HSPA2|IQGAP1|MAGI2|MAPRE1|PDCD6IP|PIN1|PLCB1|PPP1R9B|PPP2R1A|PRKAR2B|PRKCA|PRMT1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAE1|RANBP1|RDX|RPA2|SIRT2|SKP1|SLC9A3R1|SMC3|SMPD3|TOM1L2|TTLL12|TUBA1A|TUBA4A|TUBB|TUBB4A|YWHAE|YWHAG|	62
GO:1905114	0.032268	cell surface receptor signaling pathway involved in cell-cell signaling	ADORA1|AP2A1|AP2M1|CALCOCO1|CAMK2A|CDC42|CPE|FERMT2|GNG2|GRIN1|MAGI2|MARK1|MPP2|NDRG2|NLGN3|PFN1|PLCB1|PPP1R9A|PPP3CA|PPP3R1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|RAB3GAP1|SKP1|SLC17A7|SLC9A3R1|SNX3|VPS29|VPS35|WDR61|	49
GO:0045944	0.03552674	positive regulation of transcription by RNA polymerase II	ACTR3|ARF4|ARHGEF2|BMPR2|CALCOCO1|CAND1|CARM1|CD81|CRTC1|GRIN1|HNRNPK|HRAS|ITGA6|MAPK3|MT3|MYO6|NFIA|NME2|NPM1|PARK7|PIK3R1|PIN1|PLXND1|PPP1R12A|PPP3CA|PPP3R1|PSMC2|PSMC3|PTPRN|RUVBL2|SFPQ|SIRT2|SLC30A9|STAT1|SUB1|SUMO2|WASL|WBP2|WDR61|XRCC6|YBX1|	41
GO:0001666	0.03755606	response to hypoxia	ABAT|ACAA2|ACTN4|ADORA1|AQP1|CAPN2|CRYAB|CUL2|FAM162A|FMN2|HIF1AN|HIGD1A|HMOX2|HYOU1|ITPR1|KCND2|KCNMA1|MT3|OPA1|PDK3|PGK1|PIN1|PKM|PRKCE|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PTK2B|PTN|RYR2|SIRT2|SLC2A1|	50
GO:0044309	0.03764764	neuron spine	ABI2|ABR|ADORA1|AKAP5|ANKS1B|ARF4|ARFGEF2|ARHGAP44|ATP1A2|ATP2B1|BAIAP2|CAMK2A|CDC42|CLSTN1|CNN3|COMT|CRYAB|CYFIP1|DLG4|DNAJB1|DNM1|DNM2|EPHA4|FBXO2|GPM6A|GRIA1|GRIA2|GRIN1|GRM3|HIP1R|HOMER1|HPCA|ITPKA|KCND2|MAP1B|MPP2|MT3|MTMR2|MYH10|NRGN|NTRK2|PPP1CC|PPP1R1B|PPP1R9A|PPP1R9B|PPP3CA|PRKAR2B|PSD|PSMC2|PTK2B|RAB8A|RPH3A|SHANK2|SHANK3|SHISA7|SLC8A2|SLC9A6|SRGAP2|SRI|SYNPO|	60
GO:1902749	0.04138003	regulation of cell cycle G2/M phase transition	CKAP5|DCTN3|DYNC1I2|DYNLL1|HSPA2|MAPRE1|NPM1|PPP2R1A|PRKAR2B|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|TUBA1A|TUBA4A|TUBB|TUBB4A|YWHAE|YWHAG|	37
GO:0000932	0.0440962	P-body	EIF4E|PSMA2|PSMA4|PSMA6|PSMC2|PSMC3|	6
GO:0016055	0.04631274	Wnt signaling pathway	AP2A1|AP2M1|CALCOCO1|CAMK2A|CDC42|CPE|FERMT2|GNG2|MAGI2|MARK1|NDRG2|PFN1|PLCB1|PPP3CA|PPP3R1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|SLC9A3R1|SNX3|VPS29|VPS35|WDR61|	42
GO:0198738	0.04631274	cell-cell signaling by wnt	AP2A1|AP2M1|CALCOCO1|CAMK2A|CDC42|CPE|FERMT2|GNG2|MAGI2|MARK1|NDRG2|PFN1|PLCB1|PPP3CA|PPP3R1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|SKP1|SLC9A3R1|SNX3|VPS29|VPS35|WDR61|	42
GO:0052689	0.04685458	carboxylic ester hydrolase activity	ABHD16A|APMAP|DTD1|ESD|IARS|LYPLA1|MGLL|NCEH1|PAFAH1B2|VARS|	10
GO:0050776	0.0469471	regulation of immune response	ABCE1|ABR|ACTR3|APOE|APPL2|ARPC1A|ARPC2|ARPC3|ARPC5|BAIAP2|C1QBP|C4B|CACNB3|CADM1|CD200|CD47|CD81|CDC42|CFH|CLU|CNPY3|CTSB|CXADR|CYFIP1|CYFIP2|DDX1|DUSP3|ELMO1|EZR|FAM49B|FKBP1A|FYN|HK1|HRAS|HSP90AB1|ICAM5|MAP2K4|MAP2K6|MAPK1|MAPK10|MAPK3|MAPK9|MATR3|NCKIPSD|NPDC1|PAK2|PARK7|PDE4D|PHPT1|PIK3R1|PPP3CA|PPP3R1|PRKACB|PRKCB|PRKCE|PRNP|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMC2|PSMC3|PSMD1|PSMD13|PSMD14|PSMD5|PSMD7|PSMD8|PSME1|PSPC1|RFTN1|RPS19|RPS3|SFPQ|SKP1|SLC39A10|SNX6|STAT1|STX7|STXBP1|TFRC|THY1|TTLL12|UBE2K|VAMP2|WASL|WNK1|XRCC5|XRCC6|	97
